Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
,neutral,neutral,3
sangggat bantu,neutral,neutral,5
aplikasi oke tp tibaharap baik,positive,positive,1
daftar pake nomor gilir verifikasi akun nomor nya ganti nomor orang ga kenal alhasil gabisa dapet kode otp gak gabisa ganti nomor nya,neutral,neutral,1
sangar,neutral,neutral,5
login aja susah,negative,negative,5
ribet bnget apk nya verifikasi pake pulsa aneh tolong yg bikin apk jgn sulit org jg bpjs bantu masyarakat tuju bentuk nya bpjs klo sulit gak ush pake aplikasi terimakasih,negative,negative,5
aplikasi tolol gk beta test testing ulang nih anjeng verif verif kau gk babi aman verif kek gopaysebagainya bisabisanya ruang terang dah make senter hp tambah lu urang robot babik obat butuh banget pake apk klo gk kgk data nih rs dibilangin apk masalah ngeyel kocak,negative,negative,4
heran aplikasi progam milik perintah loh kode otp nya bener gak profesional ulang kali tetep otp gk masuk lihat keluh logout kode otp gak masuk gak benah,neutral,neutral,5
terima kasih sukses,neutral,neutral,4
verifikasi email verifikasi nomor telepon alas nomor telepon aktiftidak pulsa kode otp biaya tangguh user mohon bantu terimakasih,neutral,neutral,1
komunikasi stabil,neutral,neutral,1
aplikasi banyak update login batas,neutral,neutral,2
jkn mobile didonlod gak didounlodpadahal pake hp vivo v lumayan ram gb,neutral,neutral,1
best,neutral,neutral,5
knp bpjs sy tdk aktif gara ga pake ya bgs donk hrs nya uang negara jd irit liat org sehat ga senang serta anak sy tbtb ubah pdhl kerja jg blm bagus msh d bwh umr gaji kotor sy single parent tdk hasil,positive,neutral,2
aplikasi nya bantu,neutral,neutral,5
aplikasi lawak bilang aja sulit masyarakat,negative,negative,1
mudah,positive,positive,1
aplikasi buat lokal suka nyusahin guna sihudh daftar logoutmau masuk lg pake nomer wa gk,positive,positive,1
buka apk update gilir udah update susah buka gilaaa,negative,negative,1
gimana kirim kode otp sms masuk masuk udh daftarlogin butuh banget sakit,neutral,neutral,4
tolong baik stiap buka aplikasi log out masuk gabisa eror,positive,positive,5
login sulit habis update otomatis logout kirim otp sms aja kagak mulu benerbener aplikasi sampah,negative,negative,1
moga aman,neutral,neutral,5
jaring ok,neutral,neutral,5
alhamdulillah cepat mantap,positive,positive,5
gak bener nih aplikasi log out masuk nik paswordcaptca aja yg salah udh bener ujung ngerepoti nya praktis tu download simple nya repot,negative,negative,5
sumpah jelek bgt lupa passwordgunain fitur lupas password nunggu sms verifikasi ga masuk ulang nunggu tp tetep ga masuk,negative,negative,5
gimana ya konsep gak niat bikin apk ganti faskes aplikasi nya nge bug mulu kagak,neutral,neutral,5
aplikasi jelektolong d perbaikin aplikasi nya minmau d pake obat logout trs d masukin password salah trusbukan nya mudah sulit penguna,neutral,neutral,1
mantab bantu,neutral,neutral,5
usefull apps,neutral,neutral,3
mudah prakts pergi pusat layan bpjs tinggal klik akses mudah aplikasi terima kasih,positive,positive,5
mudah menyenangkn,positive,positive,1
gabisa verifikasi,neutral,neutral,4
manfaat,neutral,neutral,5
cba dlu,neutral,neutral,1
mobile jknis greatfor healthy people of indonesis,neutral,neutral,1
jaring enak aja aja proses muat,neutral,neutral,5
aplikasi tolong d benerin online rujuk data gak langsung masuk faskes tingkat capek bolak ngurusinnya,neutral,neutral,1
lumayan aja,neutral,neutral,5
bagus mudah bgt,positive,positive,5
jkn bantu,neutral,neutral,1
aplikasi gak gunaribet kali daftar kode verifikasi tunggu mati gak klo gak ngirim kode verifikasi aplikasi buang buang aja,neutral,neutral,5
aplikasi manfaat,neutral,neutral,2
kesini mobile jkn mudah bantu guna,positive,positive,2
oksekali,neutral,neutral,5
mudah erti,positive,positive,1
super joss,neutral,neutral,3
pelayananya bagus tugas loket banget bantu detail aktif bpjs good job,positive,positive,5
woy kode otp gua gk kirim kirim kerja yg bener napa woyy,neutral,neutral,5
fasilitas bpjs sehat,neutral,neutral,1
anggota faskes kelas ayoo menkes jgn sulit pbi uang yg bayar uang gotong royong dri rakyat indonesia yg keluarga miskin,negative,negative,5
sulit login captcha muncul jaring bagus,neutral,neutral,5
susah banget login apknya,negative,negative,5
eror lahbuat daftar onlen gak yahcoba daftar yg rujuk rs gak bisadaftar periksa faskes gak bisapayah ahhh contoh usaha sepurgak eror,neutral,neutral,1
nomor telpon udah bener sampe coba ganti nomer aktif berkalikali tetep gamasuk kode otp nya gajelas bgt sulit,negative,negative,1
nomor kode otp masuk masuk,neutral,neutral,1
joz,neutral,neutral,1
tau bijak maksimal login kali nik yg beda perangkat kemarin sempet bantu login bpjs sehat orang rumah pake perangkat eh gak tau pas gilir login pake nik lg udah gak krn capai login maksimal nik fitur log out selesai log in data akumulasi satu perangkat,neutral,neutral,1
moga manfaat obat standar rumah sakit,neutral,neutral,5
aplikasi sampah perintah ngeluarin uang cuman bikin aplikasi gak guna verifikasi no handphone aja gak butuh ratus kali verifikasi kode nya keburu mati orang obat nya,negative,negative,5
parahh sinyal bagus wifi bagus isi kuota baca offline gak aplikasi nya,positive,positive,1
aplikasi ga ganggu mulu notif ofline jaring bagus udah pake wifi ganggu pake data udah hapus instal mending pas pake bhayangkara jkn aplikasi ga,positive,positive,1
aplikasi kendala ganggu mohon baik,positive,positive,4
mantaf mudah rubah faskes nggak kantor bpjs,positive,positive,1
susah bener daftar mentok sampe otp eror terus nyoba sampe capek,negative,negative,1
aplikasi dukung,neutral,neutral,1
bantu aplikasi mudah erti,positive,positive,2
aplikasi bgo kbayakan korupsi jdi gbsa gunain dngn bener aja susah mnta verifikasi sms aja gbsa aplikasi bodo,negative,negative,1
jd gak screenshot ya ss manfaat kl yg periksa yg pegang aplikasi lapor aman,neutral,neutral,5
pakai jasa,neutral,neutral,5
mobile jkn memper mudah cepat,positive,positive,5
sulit lag suruh ngulang,negative,negative,4
habis update nge bug gak login,neutral,neutral,5
nyusahin,neutral,neutral,1
suruh login ribet mo daftar rs rujuk nyahadeuuhh,neutral,neutral,5
bantu mudah kantor cabang,positive,positive,1
mudah orang tua nggak ngantri daftar on line mudah simple bantu lansia daftar on line,positive,positive,1
gampang mudah rubah data serta aplikasi mudah depan canggih mantapp,positive,positive,5
layan,neutral,neutral,1
aplikasi bantu pindah wilayah obat,neutral,neutral,5
tolong baik daftar faskes rujuk gak,positive,positive,5
jalan,neutral,neutral,1
gk baik aplikasi eror daftar gimana bijak nya aplikasi masyarakat lho,positive,positive,1
eror,neutral,neutral,5
daftar jkn nomor hp yg daftar hsrus ad pulsa nya masuk kode otp nyaalhamdulilah udh byk yg daftar jkn ribet,neutral,neutral,1
aplikasi busuk kode verisikasi pake apa gabisa,neutral,neutral,1
klu baru susah masuk,negative,negative,2
daftar akun jknskrng login lagisusah masuk lgiwaktu masuk nik daftar,neutral,neutral,5
aplikasi bug ga buka priksa,neutral,neutral,1
bantu ubah faskes mudah walauoun tunggu perubahaannya awal rubah faskes silah jauj ya guys,positive,positive,5
verifikasi nomor gabisa knp cuman opsi sms yg nama wa baik sistem,positive,positive,5
pret otp aja ga muncul detik babbbi emang ngabisin anggar aplikasi ga mutu,neutral,neutral,5
akun terlogout login captcha nya gak muncul muncul gilir muncul captchanya muncul notif mohon periksa koneksi internet gitu koneksi internet aman gak lelet coba akses login gak mohon tingkat kualitas aplikasi karna faskes gak ngeluarin surat terang dokter pas sakit gin karna hubung jkn mobile kasus gin repot urus,negative,negative,5
nik data serta daftar nomor yg daftar daftar yaiyalah daftar daftar nik baca,neutral,neutral,1
good joob,neutral,neutral,5
tampil susah guna butuh password login otp kirim,negative,negative,1
app bagus mudah,positive,positive,1
  ,neutral,neutral,5
hadehhhhhh bolak logout ga baik lahhhhh ngapain kek gituu ituuu,positive,positive,1
mudah layan,positive,positive,2
aplikasi ribett daftar poto org yg sangkut nama guna bpjs poto bnyak langkah pose kedip senyum kanan kiri ribett kaya aplikasi pinjollllll yg daftar udh lasia jd ribet ga,neutral,neutral,5
aplikasi bantu sih cepat akhirakhir jadwal rujuk jadwal dokter gak daftar online,positive,positive,5
bpjs bantu,neutral,neutral,1
aplikasi buka,neutral,neutral,1
alhamdulillah mudah aplikasi initadinya sulit karna anggota tdk masuk aplikasi inisemoga depan,neutral,neutral,1
bikin aja sulit yah suruh verifikasi wajah senyum hadap kiri hadap kanan gak mulu niat bikin aplikasi gas,negative,negative,1
atas,neutral,neutral,2
aplikasi entut birokrasi bobrok sulit rakyat obat,negative,negative,5
mohon maaf update yg baru device nge blink kedap kedip pakai susah,negative,negative,5
aplikasi nya bagus manfaat,positive,positive,1
aplikasi buruk,negative,negative,4
ubah faskes sulit gagal verivikasi wajah daftar tulis jaring signal online aplikasi lancar sulit rubah data serta,negative,negative,1
aplikasi jelekmau verifikasi no hp nggak sih bikin aplikasi beli sesuai harga sulit masyarakat,negative,negative,1
ga fitur ngasih nilai faskes biar evaluasi perintah layan faskesnya,neutral,neutral,1
layan ramah muas,neutral,neutral,5
alhamdulillah sdh rubah faskes yg ribet banget bagi verifikasi wajah alias foto yg susah terima kasih udah hasil ubah,negative,negative,5
daftar gak kode verifikasi nya sms wa gak masuk nunggu no aktif jaring lancar daftar nya aplikasi resmi benar nya,neutral,neutral,1
mobile jkn keren,neutral,neutral,1
bagus membantuh,positive,positive,4
kocak verifikasi smsnya susah dapet kode,negative,negative,5
kirim otp gagal udah nunggu detik kali tetep gagal tolong baik,negative,negative,1
mudah ubah data yg,positive,positive,3
bantu nyaman mudah cepet sehat,positive,positive,1
mantap yg jaring ok,positive,positive,1
,neutral,neutral,5
login susahribet,neutral,neutral,1
bayar tagih urus selesai,neutral,neutral,1
pelayananya ramah,neutral,neutral,5
moga kemangfaat umat manusia,neutral,neutral,1
serta bpjs ppu usaha serta pbpu jalan hasil wiraswasta dapat turun aju nadi serta pbi terimakasih bpjs,neutral,neutral,5
bagussetelah update aplikasi ken masuk akun sandi email nyagak gunak,neutral,neutral,5
maantaap,neutral,neutral,4
ribet suruh bolakbalik login mulu udh gtu kudu gontaganti sandi apl nya eror ga buka pdhal jaring bagus lancar pas rumah sakit gbs buka tugas jawab gak tanggung banget nyudutin gitu tolong benerin aplikasi nyaman pakai sulit guna,positive,positive,5
ambil antri faskes rujuk lanjut loading gagal teru gilirian udah isi nomer hp pakai format gak pakek gak yg bener pakai format yg gimana,negative,negative,5
msntab,neutral,neutral,5
program baik perintah the best mobile jkn mudah,positive,positive,1
ok banget pokok,neutral,neutral,1
akun login lupa password nya lantas klik lupa password dg kirim otp sms tdk nerima pesan masuk pulsa cukup jaring lancar,neutral,neutral,2
log out pas masuk lg susah kalo aplikasi bikin ribet gak aja log in ganti pas word,negative,negative,5
developer fitur tuju kirim kode otp biar via sms ubah data nohp jarang telponsms,neutral,neutral,1
aplikasi gak,neutral,neutral,3
aplikasi lot parah captha eror,negative,negative,3
jkn nyusahin serta ya pas darurat rs buka susah lupa password prosedur susah salah trs kunci mbukaknya susah emg sih admin rsnya bs ngeliat dr kk tp guna aplikasi nyusahin aja,negative,negative,1
gimana sih aplikasi susah baru mudah ribet banget suruh login masukin nik password tetep aja salah uda bener yg bikin masuk lupa sandi suruh masukin no hp aja ga nomer daftar masukin email salah mending bikin masukin nik nomer kartu bpjs aja napa pake ribet banget,neutral,neutral,2
nunggu kode otp ga muncul,neutral,neutral,5
aplikasi gabisa check in rs,neutral,neutral,1
mobile jkn buka,neutral,neutral,1
aplikasi error dihpfitur lengkap daftar pake nomor hp verif nomor daftar suda pake daftar terima otp,negative,negative,1
otp verifikasi gak,neutral,neutral,5
captcha gak muncul,neutral,neutral,5
sahabat,neutral,neutral,1
haduh aplikasi buat indonesia lot bet sandi rubah gilir lupa sandi otp sms otp,neutral,neutral,5
cepat proses,positive,positive,2
cepat efisien bantu t kasih jkn,positive,positive,1
bagus layan,positive,positive,1
logout masuk gak coba lupa password tetep gak kirim kode otp no pakai email email daftar email aktifini gimana solusi,positive,positive,5
moga layan yg baik,positive,positive,1
aplikasi sampah gak pin setting pin kode otp orang blm tntu sakit bpjs instansi kikir pelit kode otp pngguna yg bayar biaya sms nya trus uang iur,negative,negative,2
orang sakit pake verifikasi wajah orang yg sakit ngelakuin kaya gitu verifikasi via sms gak sms masuk sednag ofline salah aplikasi yg gagal,negative,negative,1
utk pol gigi klinik dr abdul radjak kalideres sistem ga daftar on line jam pagi sy dah laku x minggu notifnya antri penuh gagal gagal sulit ya pol gigi non aktif aja kl dokter layan jgn php melulu tlg utk klinik dr abdul radjak kalideres baharu layan off line,negative,negative,5
muas,neutral,neutral,5
mudah periksa rs faskes tingkat,positive,positive,1
suka nge lag klo daftar layan antri harap baik,positive,positive,5
muncul aplikasi lancar loch dipakenyakok ksini eror yamohon bantu developersoalnya aplikasi kakmakasih responnya,neutral,neutral,3
buruk sdh daftar tpi lgi ubah jkn klo tdk salah kmi tdi login,negative,negative,5
tolong admin daftar serta jkn yg no kk pas dimasukin salah no nik pas udah ngisi formulir salah no kk dukcapil yaiya ngga yg dimasukin no kk salah minta nik gimana jelass,neutral,neutral,5
layan sehat masyarakat mampuwujud bakti sosial perintah kpd masyarakat miskin indonesia,neutral,neutral,5
aplikasi pakai tiba bantu,neutral,neutral,1
apk keren banget smoga kembang utk mudah masyarakat akses fasilitas layan sehat,positive,positive,1
hadeee,neutral,neutral,1
masuk password log in pakai spasi aneh tolong baik segara,neutral,neutral,1
suka log out sungguh repot,neutral,neutral,5
guna,neutral,neutral,1
jkn bikin ribet,neutral,neutral,2
moga manfaat yg bener ny,neutral,neutral,5
bantu akses sehat,neutral,neutral,1
org obat sulit sdh miskin x indonesia,negative,negative,1
layan cepat respon,positive,positive,5
semenjak update catcha loading selesai tolong baik,positive,positive,1
bantu,neutral,neutral,5
bantu masyarakat,neutral,neutral,5
daftar online nya gak boss gak efisien,neutral,neutral,4
aplikasi nya lelet,negative,negative,1
ga baik muter ga jelasmau cek in aja coba coba,positive,positive,1
susah masuk ribet capcanya muter aruuhhhh,negative,negative,5
baik aplikasi,positive,positive,5
aplikasi tenang percaya,neutral,neutral,5
apl captcha login,neutral,neutral,1
iur gk tpi bpjsnya gk aktif aneh bngett,negative,negative,1
bikin jadwal kunjung faskes error kali kali offline sdh speedtest mbps tsel g youtube no buffer netflix lancar query polynya butuh menit pilih menu pilih tenga medis isi data blank no data found cuman masuk deskripsi tdk field isi butuh baik,neutral,neutral,5
bener susah masuk kode verivikasi nya lamaaa banget diulangulang sampe kali gak kirim tu kode,negative,negative,5
upgreatnya cepat apk top bgd dah,positive,positive,4
kirim kode otp sms,neutral,neutral,1
error g d pake daptar sehat,negative,negative,2
no antri banget hilang pas h booking,neutral,neutral,5
aplikasi plat merah tebak kualitas bayar iur layan yg otp kirim ngebug suruh kirim otp makan pulsa nunggu jeda kirim andal,neutral,neutral,5
bagus aplikasinyamembantu,positive,positive,5
puas bpjs negara apk nya mencerminkanketerlindungan fitur berkesandan mudah cari it otak jeniusbpjs pintu gerbang ada perintah hadir lindung rakyat indonesia,positive,positive,1
lumayann,neutral,neutral,5
ga verifikasi ga bkin akun gabisa bkin bpjs bkin susah mna hrus online mah layan tpi susah rakyat,negative,negative,5
orang sakit ngga sakit neneknenek obat milih mati ribet bgt ngga orang ngerti sedih bgt barusan liat nenek nang,neutral,neutral,4
ribet banget daftar scan wajah gagal udah jam hadap kamera gagal perintah sulit rakyat cuih,negative,negative,2
mudah,positive,positive,5
kuota internet screening aja aplikasi muncul cek koneksi internet mulu,neutral,neutral,5
bbjs komar aktif,neutral,neutral,1
baharu suka akun susah lupa sandi,neutral,neutral,5
bantu bagus,positive,positive,5
aplikasi jkn bantu mudah ambil antri,positive,positive,5
aplikasi lelet ganggu error,negative,negative,1
bagus layan jkn sip pokok,positive,positive,5
pas jadwal kontrol anak pas aplikasi eror log in,neutral,neutral,5
engga ngebantu blass aplikasi nya ribet daftar antri masukin no telpon ga tulis nya minta proses harap coba ribet aplikasi aja minimal luncur in aplikasi tuh udah oke ga ngeribetin guna nya gin daftar antri gmn coba,positive,positive,1
jelek aplikasi masuk akun captchanya susah,negative,negative,5
aplikasi jadimudah coba memepervikasi,neutral,neutral,4
gagal verifikasi,negative,negative,1
kirim otpnya sms gak hitung ngulang kirim mintak otp udah nomor hp coba nggak kirim kode otpnya gimana nggak emosi kayak gin mending gak apk kayak gin,neutral,neutral,4
manfaat obat antri check up rsterima kasih,neutral,neutral,5
keren,neutral,neutral,1
mohon mudah daftar nya,positive,positive,1
baru gak masuk sandi email mohon bantuanya,neutral,neutral,1
layan nya bagus ramah nya bersih nyaman,positive,positive,5
kali log out trs masuk ulang masuk ktp dll kali aplikasi koq seribet parah,negative,negative,5
sistem aplikasi mumpuni sulit bolak login login masuk nik salah pake no bpjs salah mau gandeng buat sistem bagus anggar aja aplikasi asal,neutral,neutral,4
gak gunaingak verifikasi mohon terima ngeselin tolong baik,positive,positive,5
gimana sih aplikasi udah suka log out pas login ulang kode otp gak kirim baik aplikasi nya gin,positive,positive,1
batu,neutral,neutral,5
mantap mudah pindah faskes luarbiasa,positive,positive,2
gabisa tulisanyah milik rujuk surat kontrol bikin,neutral,neutral,4
pdhal kmrin udh login tbtb logout login diblg offline terusss,neutral,neutral,2
oke mntap,positive,positive,4
kasi orang tua yg hp susah obat daftar jkn tolong kembali daftar manual jgn sulit obat,negative,negative,1
habis update lelet,negative,negative,4
ya update aplikasi daftar antri online,neutral,neutral,1
yuhu mudah gampang,positive,positive,2
alhamdulillah aplikasi mudah,positive,positive,5
aplikasi yg bantu,neutral,neutral,1
dng jkn bs daftr online jd tdk antri,neutral,neutral,1
bagus bantu,positive,positive,5
bagus tingkat perlahan,positive,positive,3
masuk aplikasi ya ganggu ya,neutral,neutral,5
aplikasi ga verifikasi sms ga muncul muncul kek daftar kalo ga muncul muncul,neutral,neutral,1
check in aplikasi reservasi sesuai jadwal kontrol rujuk sulit,negative,negative,5
beda faskes keluarga yg kota moga tahan,neutral,neutral,5
bantu terima kasih jkn,neutral,neutral,2
ngirim otp sms aja nya ampun,neutral,neutral,1
bagus banget respon cepat,positive,positive,5
normal,neutral,neutral,2
susah banget antri aja jadwal available gkbs pilih trus guna bikin fitur,negative,negative,1
aplikasi bantu,neutral,neutral,5
gagal verifikasi wajah,negative,negative,4
parah banget aplikasi,negative,negative,1
apk perintah anggar kelas apk perintah sangat bobrok sistem ga log in,neutral,neutral,5
parah bostolong baik akun login maaf,neutral,positive,1
ya pas nginstal aplikasi hp tiba eror udah uninstal udah reset hp nya layar nya garis hitam,neutral,neutral,5
terima kasih apkikasi mobile jkn bantu moga manfaat depan rakyat negara cinta,neutral,neutral,1
mudah cepat proses nya,positive,positive,4
aplikasi busuk daftar gk login gk tolong baik urgent bos,positive,positive,1
tolong aplikasi nya bikin ribet data pisah anak istri aplikasi nya bom kartu keluarga,neutral,neutral,1
gak dipake ambil antre ya sedia wilayah bal aja sih,neutral,neutral,1
terimakasih jkn,neutral,neutral,1
aplikasi butut nya mudah sulit mo bikin pitur macem klo ga gunainmo pindah paskes aja ga ujung tetep kantor bpjsnya bayar ga nunggak,neutral,neutral,5
bantu proses layan cepat,positive,positive,1
layan bagus sarana prasarana bagus,positive,positive,1
woila ayo apk sehat jelek capta muter doang,negative,negative,1
bpjs mantaap,neutral,neutral,1
aplikasi busuk daftar online jaring masalahkoneksi apalika,neutral,neutral,5
terimakasih layan ramah,neutral,neutral,2
tolong baik auto log out login ga captcha loading ga kelar,positive,positive,5
aplikasi bermanfaatdan keren,neutral,neutral,5
sulit urus perintah,negative,negative,1
aplikasi bagus bantu,positive,positive,5
aplikasi mudah cepat urus,positive,positive,5
layan,neutral,neutral,1
alhamdulillah mudah umur sdh th,positive,positive,3
log in log in ulang log in ulang mlah gagal,negative,negative,1
cooll,neutral,neutral,5
proses nya cepattrimakasih mobile jkn,neutral,neutral,4
gilir anti hp sy sah masuk padah nik dah bnr pasford jg bnr,neutral,neutral,1
kurang kurang sebal pengupdate tan sistem google play store bio data tera hilang tanam aplikasi bio data itu hafalingat sandi aplikasi fasilitas sehat tolong benah bio data tertanamlalu hapus terimakasih,negative,negative,1
nya mudah bikin ribet update baru data temu no duduk harap hubung dukcapil pakai aplikasi pas anak enak badanboskita bayar potong gaji lho orangscreen shot aplikasi boleh adu tembok aplikasi kok,positive,positive,5
aplikasi tolol kode otp sms kirim,neutral,neutral,1
mantap euy,positive,positive,5
bagus bantu ecek sehat mobile jkn tdk repot daftar,neutral,neutral,2
adakan fitur rujuk kalo panjang surat rujuk aplikasi paskes kecuali rujuk kali paskes,neutral,neutral,5
bagus manfaat,positive,positive,4
mantapcepat proses,neutral,neutral,5
puas aplikasi,positive,positive,2
mantul jd mudah,positive,positive,3
mudah mobile jkn mantap,positive,positive,5
skrng update tdk login,neutral,neutral,3
aplikasi bantu ulang kali kode verifikasi,neutral,neutral,1
otp ngulang jam ngga kirim s h i,neutral,neutral,1
mudah proses fasilitas sehat,positive,positive,5
knp ga bs masuk minbiasanya jg bs masukwalau udah log out sendiritp masuk ga bsperangkat yg du rootapa sih maksud,neutral,neutral,3
bayar cicil lihat nomor slalu aja apk nyaknp liat apk karna kartu udh hilang bayar slalu update update lancar mala akun kluar dri apk suruh masuk nik gimana klo ga bawa ktp coba nik masuk mala captcha nyaa loadingnya lamaaaaaaaaaaaaa kli ujung ga bayar update ga update aja gda guna,neutral,neutral,2
aplikasi nya erordata akuratsalah anggota masuk layan sehat masuk,neutral,neutral,5
ribet,neutral,neutral,5
omaigats dana lohh tp ngirim kode otp sms aja bayar,neutral,neutral,1
susah daftar online d jkn,negative,negative,5
ramah layan,neutral,neutral,1
aplikasi mobile jkn bagus mudah dapat,positive,positive,5
puas layan dokter awat nya,positive,positive,5
bisa udah ambil antre h eh data hilang alhasil offline,neutral,neutral,5
verifikasi wajah coba ratus kali gagal terang jaring oke aja gagal,negative,negative,4
estimasi tunggu menitt udah jam blm panggil sesuai sih,neutral,neutral,2
login password spasi pas daftar bikin password spasi pas login gak spasi riset passwordnya gak tulis nomor hp daftar email,neutral,neutral,1
daptar d onlen enak galama nunggu,neutral,neutral,1
layan muas terimakasih,neutral,neutral,1
alhamdulillahudah antri online,neutral,neutral,1
ubah data cepat,positive,positive,5
puas layan,positive,positive,1
mobile jkn ganggu krn tdk bs masuk dg nik klik lupa password jg otpnya kirim nomor sy ubah bintang dpt solusi,positive,positive,5
aplikasi ribet susah,negative,negative,5
apalahh captchanyaa ituu lohh gk bisaa generate jaring udah stabill pas udahh isi capcha malahhterjadi salah tolongglahh benerin servernyaa,neutral,neutral,5
moga data aman sistem mudah,positive,positive,2
moga lekas sembuh,neutral,neutral,1
alhamdulillah daftar antri mudah lancar,positive,positive,2
bantu mudah urus obat,positive,positive,5
urus kirim data cek status kirim data gak cs bantu,neutral,neutral,1
mudah paham,positive,positive,3
tolong kembang repot,negative,negative,5
apk aneh gak daftar kode otp nomor hp nya gak kirim kirim aneh baget,negative,negative,1
update ko gabisa buka ya ngeblank hitam,neutral,neutral,1
mudah alias sulit apk tolong d perbaikin tingkatin kemudahanya,neutral,neutral,1
sih trouble trussss guna bgt tolong baik yah,positive,positive,5
jkn aplikasi guna keluarga,neutral,neutral,1
aplikasi jkn bantu mudah terimakasih jkn,positive,positive,1
bantu mudah ubah data,positive,positive,5
terimakasih apk bantu akses informasi sehat,neutral,neutral,5
login udah bener bilang salah mulu ga jelasin yg salah nik pw nya,neutral,neutral,1
niat ngasih kode otp gak seh gak kirim udah hari,neutral,neutral,5
halo jkn aplikasi pakai perangkat handphone,neutral,neutral,3
emang negara konoha bikin aplikasi gk beres loading gak masuk daftar lambat ampun hedeh,negative,negative,4
daftar serta cari no kk klik,neutral,neutral,1
mudahdan simpel aplikasi,neutral,neutral,5
ambil antre online no hp kosongharus ubah isi no hp klik verifikasi muncul menu verifikasi no hp nya daftar online fix apk nyaa,neutral,neutral,5
semenjak update susah login,negative,negative,5
bantu moga tingkat oe nya,neutral,neutral,5
sangan mudah,positive,positive,4
sungguh ribet buka apk suruh ganti pasword lupa pw nya kocak ngalahin walet gk buka suruh wa bpjs padawa eh gak balas dasar bikin beban,neutral,neutral,1
apliakasi susah mamfaatnya,negative,negative,1
terima kasih manfaat rakyat butuh,neutral,neutral,2
aplikasi buka,neutral,neutral,1
great experience,neutral,neutral,1
bagus,positive,positive,5
alhamdulillah bantu keluarga,neutral,neutral,1
maaf mobile jkn susah login ya verifikasi login gagal ya,negative,negative,5
membantuproses registrasi mudah,positive,positive,5
bagus mudah simple,positive,positive,1
sulit masyarakatlogin susahganti pasword pusing,negative,negative,1
sulit bkn mudah dgn aplikasi error trs,negative,negative,1
verifikasi susah,negative,negative,5
apk mudah pas ganti pin otp ga masuk udh coba kali tetep aja ga masuk anehh,positive,positive,1
layan jkn bagus cepat sy suka dgn jkn fasilitas lengkap,positive,positive,5
daftar tulis proses,neutral,neutral,5
aneh nomor daftar tulis nomor serta,negative,negative,5
kadang jadwal praktek dokter nya gak singkron,neutral,neutral,5
burukdisuruh login gagal melulu coba kali kali nya offline udah pake apk mobile jkn,negative,negative,5
cepat merispon butuh,positive,positive,2
thanks jkn,neutral,neutral,2
update log in aja kendala sesuai aplikasi kacau ga guna balas maaf aplikasi baik,positive,positive,2
tagih pakai bpjs lg,neutral,neutral,1
bagus mudah d pakai,positive,positive,5
puassemoga depan,neutral,neutral,1
aplikasi matang otp sms aja jam jam muncul,neutral,neutral,5
good pokona mah,neutral,neutral,5
aplikasi mobile jkn bagusmemudahkan obat kontrol daftar online fitur lengkap,neutral,neutral,1
proses cepet,neutral,neutral,1
sulit ambil antri online sendri,negative,negative,5
bagus aplikasi trimkasih utk upgrade nya,positive,positive,4
layan cepat tanggap,positive,positive,5
baik aplikasi hrs daftar ulang,positive,positive,4
daftar gak,neutral,neutral,5
aplikasi plat merah gak yg beresudah nunggu gak kirim ngecek tagih yg orang gak nambahkan,neutral,neutral,1
layan online,neutral,neutral,5
daftar utk kontrol pol temu,neutral,neutral,4
bantu sexual era digital good luck mobile jkn,neutral,neutral,3
sulit verifikasi kode otp nya nunggu jam tetep gak masuk kntoll,negative,negative,5
update ya susah bolak login akun hapus update ntah nambah dah kali gara gara nomor antri,negative,negative,5
mengunakan,neutral,neutral,5
terima kasih layan moga depan ter update lg informasi baru dlm mobile jkn,neutral,neutral,5
bagus mudah masyarakat sakit,positive,positive,5
cepat bantu,positive,positive,1
bantu nya aplikasi jkn,neutral,neutral,5
aplikasi sampah,negative,negative,5
senang jkn,neutral,neutral,1
apk diupdate stlh diupdate mlh blank hitam gk muncul,neutral,neutral,5
masuk aplikasi,neutral,neutral,1
mudah,positive,positive,1
mudah deposit akun slot urus bpjs perintah indonesia,positive,positive,5
aplikasi nya gk pakai ya layar nya hitam pakai aplikasi gk masalah,negative,negative,1
wokaaaay sekaliii,neutral,neutral,1
buruk aplikasi,negative,negative,3
respon cepat ribet,positive,positive,1
bantu bayar pribadi tdk bayar perintah moga layan bagus,positive,positive,5
masuk nik gak masuk,neutral,neutral,4
bagus update mudah,positive,positive,1
baik aplikasi nya lengkap informasi sayang logout susah lansia pakai mesti log in ulang log in serta sms bayar tolong buat bijak buat aplikasi mohon kaji ulang repot,negative,neutral,4
instal aja lot banget jam gak instal,neutral,neutral,5
aplikasi sgt bantu,neutral,neutral,3
mantabb,neutral,neutral,5
otp via sms gak muncul no hp aktif,neutral,neutral,3
bintang hp kompatibel utk update layan oke,positive,positive,1
aplikasi buruk verifikasi pesan notifikasi masuk hp coba puluh kali isi pulsa uninstal pasang buang memori aplikasi bantu,negative,negative,1
apk kalo pikir mudah tp rumit usahain kalo apk mudah akses udah kali ganti no tetep no deteksi,positive,positive,1
aplikasi gajelas masak vertikasih wajsh gagal udh sesuai intruksi sulit,negative,negative,2
lupa sandi,neutral,neutral,5
daftar ko ga henti foto ga jalan,neutral,neutral,1
bantu mudah akses,positive,positive,5
