Review Text,Rating,sentiment_label
baru didownload nanti ditambah bintang nya klu bagus,4,positive
"Usai update versi 4.14.0 pada 7 Oktober 2025. JUSTRU NYUSAHIN. Paham tidak fungsi screenshoot? untuk memudahkan orang tua yang tidak ngerti cara pakai aplikasi ini, sehingga QR bisa dipakai saat di Anjungan Mandiri, tinggal scan. Paham tidak screenshoot pada riwayat? Untuk membuktikan ke atasan/kawan/clients bahwa memang betul sedang sakit. Berasa ini aplikasi mobile banking 👽👽👽 --- Solusi 7 Oktober 2025; Downgrade ke versi 4.13 edisi Juli 2025. MASALAH SELESAI. NYUSAHIN KALIAN tuh.",1,positive
"verifikasi nomor telepon.. nomor telepon sudah di isi, tinggal kirim nomor verifikasi, tunggu lama nomor verifikasi tidak masuk di sms, coba kembali kirim nomor verifikasi dan terpaksa kembali isi captcha dan alhasil baru masuk nomor verifikasi nya.. aplikasi minta tgg 100an detik, memang kocak.",1,neutral
"Aplikasinya nggak jelas tiba² akun orang tua ke logout sendiri, kalau mau ""daftar"" susah bangett padahal NIK, password, kode captcha udah bener. Pengen langsung pake fitur ""masuk"" tapi kode verifikasi nggak dikirim kirim lewat sms padahal sinyal bagus dan sudah ada pulsanya.Tolong diperbaiki apalagi ini kan penting buat daftar layanan rumah sakit, harusnya dipermudah lagi untuk penggunanya bukan malah dipersulit. Ayo diupdate, masak adminnya setiap ulasan maaf² terus nggak ada kemajuan,KOCAKKK😌",1,positive
aplikasi minta update terus...,1,neutral
"sangat membantu dalam perubahan faskes, lebih mudah walauoun waktu tunggu perubahaannya harus diawal bulan. jadi kalau mau merubah faskes silahkan dari jauj2 hari ya guys",5,positive
harus terappdate biar gampang 👍,5,neutral
parah berobat pakai onlain giliran di pakai lag mulu/eror👎🏻👎🏻👎🏻,1,negative
"knp sih setiap update aplikasi jkn selalu otomatis keluar dari jkn nya, bikin ribet tau gak harus login lagi ke dalam aplikasinya, itu juga klo hafal password-nya kalo lupa ?? jadi ngikutin proses nya biar bisa login, gak semua org paham cara nya login apps nya apalagi buat para orang tua, kalo mau update bisa gak jgn otomatis mental keluar bikin kerja dua kali ??!?",1,neutral
"sy g bs login nm dan nik slh TDK terdaftar di dukcapil,aneh bin ajaib",1,neutral
"selalu setelah update aplikasi di playstore, aplikasi mesti dalam kondisi logout saat aplikasinya dibuka. selain itu login biometrik sidik jarinya juga tidak bisa padahal sebelumnya sudah di setting, hal ini menyusahkan utk orang yang lupa password",1,negative
"aplikasi ga jelas mana kode cpatha nya loding mulu kagak muncul""",1,neutral
"capek bgt sm mobile jkn sbln gk d buka.hrus login mulu.berulang2 gt trus psswd no hp dh bner tp gk bs d buka.sdngkan di gunain jarang bgt skli nya di pke buat berobat tp di bikin ribet,ayolah gk usah di bkin sulit org lg skit",4,negative
"Aplikasi tolol buat login aja susah .aplikasi apa nie punya pemerintah aja susah minta ampun kalah sama aplikasi punya orang asing ,tolong perbaiki lagi wahai pemimpin negri jangan hanya bisanya mikir gimana cara agar bisa korupsi uang rakyat aja kau di pilih oleh rakyat dan kau wajib mengabdi ke rakyat bukan malah menambah beban rakyat",1,negative
MANTUL👍💯🇲🇨😄🙏,5,neutral
mempermudah akses kesehatan digital,5,positive
tidak keluar terus kode captcha nya padahal sinyal bagus tolong perbaiki sistem nya mau menambahkan anggota keluarga susah,1,positive
Mudah diakses,5,positive
"knp sih tiap mau daftar, hrs log in dlu ke akun nya, padahal apk nya tidak pernah di hapus sama sekali, mana ribet lagi, kl misalnya org awam yg pake gimana? kasian dong, tolong dipikirkan dan di benarkan lagi",1,neutral
bagus !!!,5,positive
pemerintah bikin beginian bukanya bikin simple malah makin bikin emosi. login ribet mlh minta daftar auto debet giliran daftar otp gk ada. bener2 bikin muak yang ulas semua negativ negara konoha memang inging rakyatnya pada modar,1,neutral
"bosok, hari gini login masih pake capcha, ulasan negatip terkait login udah mayoritas, masih ja blm ada impove, hah lontong emang",1,neutral
Makan uang haram biar ubah fasilitas aja susahnya minta ampun,1,negative
setelah di update data saya jadi hilang semua... tolong lah untuk bpjs... saya bayar iuran tiap bulan nya... jangan kalian maling uang dari keringat saya,1,neutral
aplikasi sangat berguna,5,neutral
"login trus... udah scan biometrik, tapi suruh scan lagi",1,neutral
sangat memudahkan dengan app inj,5,positive
"sangat mengecewakan tiba-tiba keluar dari aplikasi, sudah ngisi data dengan benar tapi tetap ajaa engga bisa...",1,negative
habis di perbarui. mulai awal lagi... hilang riwayat pengobatan,1,neutral
kok punya saya gak bisa login tolong dibantu,5,neutral
"setiap perbarui pasti disuruh masukin dt lg,msk lg ribetnya minta ampun, nik tdk cocoklah, sdh diplototin tuh nik ga ada yg salah, tetapaja dibilang slh sm nihbaplikasi",1,neutral
apk macam apa kaya gini COK verivikasi wajah nya bikin gw naik darah DIKIT DIKIT GAGAL !,2,negative
"aplikasi menyulitkan pengguna, masa log out sendiri. sudah memasukkan data yg bener mash aja bgtu. mending gk usah bikin aplikasi segala",1,negative
"Perbaiki aplikasi kalian, setiap mau dipergunakan hrs daftar ulang",1,positive
kenapa tiba2 keluar dr apk dan tidak terdaftar ke jkn.. tolong d perbaiki lg,1,positive
gak bisa ss antrian biar apa?,1,neutral
sekian lama baru bisa buka lagi,5,neutral
"PERBAIKI APLIKASI KALIAN...!!!! NOMOR DAN PASSWORD SUDAH BENAR DIINPUT.. PULSA BANYAK.. JARINGAN BAGUS..., TAPI TETAP SAJA TIDAK BISA LOGIN.",1,positive
"sangat bagus, tetapi mohon ketika sudah pernah masuk untuk nantinya tidak mengisi NIK lg🙏",5,positive
mantap alhamdulillah terbaik,5,positive
"kenapa saya ada tunggakan, apa perusahaan tidak membayarkan hak saya.?",5,neutral
semua jadi lebih mudah,5,positive
aplikasi tolol mempersulit aja padahal nik sama pw udh bner tapi salah mmlu mana harus login tiap bulan,1,negative
"aplikasi buruk, di update malah gk bs login hadeeh,,klo blm sanggup membuat pembaharuan mending balik ke versi lama aja",1,negative
"pemerintah goblok nyusahin, verifikasi wajah susahh padahal udah sesuai arahan + pencahayaan tetep aja ga bisa gogblog",1,neutral
hiiiii gemes sama aplikasinya,2,neutral
"Tidak bisa verifikasi no.telp. Setelah isi no.telp dan klik verifikasi, muncul keterangan (pilih metode verifikasi dibawah ini) namun pilihan yang di maksud tidak ada dan tidak bisa di klik kecuali tanda x / keluar.... no. telp aktif dan ada pulsa. solusinya gimana? sudah coba hubungi care center via web dan apk mobile jkn tapi belum ada balasan",3,positive
kebayakan eror terlalu ribett,3,neutral
"kenapa sering logout sendiri sih, mau log in lagi sering gagal, harus pakai pulsa lagi.. ribet",1,negative
"cepat sekali, proses mudah dan memudahkan",5,positive
terimakasih pelayanannya sangat membantu dalam keperluan dlm masalah kesehatan,5,neutral
"saya mau komplain sekaligus kasih masukan buat aplikasi mobile jkn ini, jadi sy pernah mau ke dpkter syaraf di aplikasi saya bisa daftar, tapi sampe RS dokternya cuti. dan baru kemarin saya ke rs udah daftar di jkn mobile estimasi pelayanan jam 14.00 saya sudah sampai RS jam 13.27, biasanya cek ini setengah jam sebelum estimasi. dan jadwal dokterpun sampe jam 14.30 tapi saya sampe sana katanya dokterya sudah selesai. tolong sinkronkan antara adm RS dengan aplikasi. ttg jadwal pelayanan.",3,neutral
sangat membatu aplikasi yang sang bagus,5,positive
Ampun deh captca nya ruwet yang lansia jadi tambah pusing,2,neutral
PELAYANAN NYA RIBET PADAHAL BAYAR,1,neutral
"sering susah masuk,apalagi angka captcha loading terus",2,negative
"makin kesini makin kesana nih app, kenapa tambah ribet ya mau login aja",1,neutral
puskesmas pallangga tolong disidak mereka mengutamakan antrean manual daripada antrean online,3,neutral
"baru download mudah mudahan,memudahkan",4,positive
Memudahkan. terima kasih JKN,5,positive
sering error ketika melakukan cek in,1,negative
apk busuk tiap saat aja suruh login mana sering gagal lagi,1,negative
"banyak rumah sakit nakal sekarang kelas satu di taro di kelas 3 kelas di taruh di ruang transit sampe pulang ga dapet kamar ,, harus nya bpjs juga bisa kendalikan hal seperti ini dan pasien bisa isi identitas pelayanan di taro di kelas mana ,,, RS banyak ga jelas usaha ga berkah",1,neutral
"kurang puas,sering dimintai login...tapi mau gimana lagi...",5,neutral
bisa di perbaiki ga sih ini sistem nya klo ga niat bikin aplikasi gausaahhhh!!!!! aplikasi taiiiii,1,positive
APLIKASI AMPAS,1,neutral
keren... Alhamdulillah..baru kali ini proses nya xepet banget,5,neutral
terlalu ribet. angel angel,1,neutral
kerennnnnn,5,neutral
ngelag parah,1,negative
sudah diapdet malah gak bisa untuk daftar online,3,neutral
"udah skrining kesehatan, tapi ambil antrian ga bisa. payah. benerin",1,negative
"tiba2 aplikasi ke log out sendiri, masukkan password bisa2nya salah padahal saya ingat passwordnya. lupa sandi ribet bgt prosedurnya. disuruh nanya ke pandawa ga ada jalan keluarnya. jadi harusnya kemana kalau masyarakat ada kesulitan???",1,negative
sangat membantu saat berobat....👍👍,5,neutral
pelayanan BPJS luar biasa,5,neutral
"Masya Allah semoga Allah mudahkan melayani masyarakat, amin",5,positive
aplikasi apaan sering update jadi pusing liat nya..,3,neutral
ok oah,5,neutral
bikin aplikasi yang mudah,5,positive
"di persulit untuk verifikasi kode OTP nya nunggu sampai berjam"" pun tetep gak masuk"" kntoll",1,negative
terima kasih untuk selalu berkembang...,5,neutral
"Aplikasi error kok hobi... Jam tidak sesuai jam tidak sesuai apaan. tambahan log out sendiri, ketika di minta OTP susahnya minta ampun.. ketika sudah dapat OTP, d suruh ganti password. ketika d ganti tulisannya belum memasukkan OTP. aplikasi yang aneh. tambah sekarang ga bisa screenshot, biar g ada bukti yaa klo error? ini gw mw screenshot kirim jadwal ke dokter error ga bisa, kan aneh. alasan nomer dan sinyal, saya tidak pernah ada gangguan dalam aplikasi² saya kecuali aplikasi dr ini.",1,negative
lancar dn bagus,5,positive
tolong lebih di tingkatkan lagi,5,neutral
dengan apk lebih memudahkan untuk ambil antrian secara online,5,positive
tolong dong untuk di perbaiki lagi layanan administrasinya saya berulang kali ganti alamat via WhatsApp Pandawa sudah isi alamat yg benar di form tetep masih salah saja padahal sudah minta Poto kartu keluarga masa masih salah alamat di surat dengan alamat di kartu,3,positive
app nya jgn log out sendiri lah. kadang lupa password. kewalahan login terus hampir setiap minggu,3,neutral
cape gue donlwd apk ini bagian potonya GGL trs udh gtu miring' sampe sakit leher gue niat mempermudah mlh jdii mempersulit apk gjls,1,neutral
menyusahkan kita bayar loh .. ini semua data sdh benar knp tetap gk bs..,1,negative
"sangat mengecewakan,aplikasi yang harusnya sangat2 bermanfaat,malah membingungkan. tidak ada manfaatnya,cuma ketolong untuk mengambil nomer antrian aja ,selebihnya isinya sangat2 buruk,",1,negative
"mantap sekali dan sangat membantu dalam mempermudah pelayanan kami, terimakasih BPJS",5,positive
Aplikasinya sgt bagus Mempermudah kita dalam berobat.,5,positive
mendadak logout dan gak bisa login,1,neutral
kode referal nya apa ya,4,neutral
"Ribet, masa tiap pertama kali pake atau login mesti tap sana sini, kaya ngajarin pemula, pemula juga pst g gitu amat",2,neutral
tolong dibenahin lg. terlalu susah login mau pake nmr hp apa email sama2 susah. ini kan punya pemerintah harusnya dipermudah. karna ga semua orang paham teknologi. tolong ya,2,negative
"jkn memudahkan, mau benerin ini dan itu bisa online NK pdhl ktnya pelayanan jam kerja tp malem² d layanin buat ganti nomor tlpn yg udh GK d pke. mantaaap",5,positive
"update aplikasi sekarang membuat saya tidak bisa lagi mendaftar kan orang tua saya yang gaptek untuk mengambil antrian pemeriksaan bulanan karena mengharuskan verifikasi wajah terlebih dahulu, saya sudah mencoba berulang kali verifikasi tapi tetap tidak bisa...",1,neutral
aplikasi nyusahin rakyat.. padahal BPJS gw bayar bukan pake duit negara.. duit keringat gw sendiri bobrok semakin nih negara,1,neutral
keren abis dengan aplikasi ini memudahkan pasien.sangat suka.sangat sangat mudah ditemui Dan di gunakan.emang sih pertama kalinya susah kaya ribet gitu tapi yah setelah memakai jadi mudah dech.,5,positive
"habis update kok susah masuk memang aplikasi sampah, buat org susah",1,negative
aplikasi mobile jkn sangat bagus,5,positive
"gak bisa di gunain,gak bisa di verifikasi.. permohon belum bisa di terima... makin ngeselin... tolong di perbaiki dong..",3,positive
"padahal udah pernah di gunakan, ini malah suru daftar ulang ,gimana si aplikasi ini,niat batu apa engak , kalau gak hapus aja aplikasinya",1,neutral
"kurang efisien, features masih terdapat banyak sekali bug.",1,neutral
"alhmdulillah, terima kasih bu diah sudah dijelaskan secara detail. maju terus bpjs🥰🥰",5,neutral
"aplikasi pemerintah gak ada yang bener, mau vermuk aja susah, mau ganti no hp ribet, sebobrok inikah aplikasi pemerintah,",1,negative
berguna. ga perlu ribet bawa kartu kalau ke faskes,5,neutral
makasiih jkn sangat membatu sekali,5,neutral
aplikasinya makin parah. disuruh log in ulang. input pasword dan NIK. bgini nih klo org gak kompeten disuruh garap aplikasi JKN.. bukannya mempermudah malah mempersulit.,1,negative
masuk susah sekali aplikasi pemerintah kok jelek sekali,1,negative
"belum daftar tp nomor telepon yg anda gunakan sudah terdaftar, giliran klik lupa sandi anda belum terdaftar, gimana cek nomer telepon kita d gunakan akun siapa, apa harus datang k kantor terdekat",2,neutral
terimakasih banyak bpjs sangat menolong saya,5,neutral
Nik sudah tepat dan sandi juga ok. yapi salah.. parah x BPJS sekarang dah,1,negative
"saya ngga bisa ngurus pengaktifan secara online dan sudah terkena biaya iuran bulanan padahal saya masuk log in saja belum, saat membuat auto debit ada masalah dan saat diurus kartu sudah tidak bisa dipakai alias nonaktif bagaimana ini solusinya jangan cuman orientasi sekehendak hati saja tapi membuat rakyat tersiksa 😡😡😡",1,positive
"tolong segera di perbaiki aplikasinya, orang mau berobat/control di persulit, mau riset password harus ngulang terus verifikasi otp nya, banyak bug, emang aplikasi BEJATT RUSAKK",5,neutral
aplikasi ini sangat mudah dan aman,5,positive
ga guna lah login udh bner smua malah salah terus daftar ulang malah di persulit,1,negative
captcha nya kenapa yah ga muncul? aplikasi nya selalu log out sendiri Mulu nih,1,neutral
Baguuss....,5,neutral
Sangat membantu dalam pelayanan kesehatan,5,neutral
aplikasi menjijikan selalu saja menyulitkan pengguna belum pernah daftar udah ke daftar semu mau Email atu nomor sampah bet pokoknya,1,negative
program yang sangat Bagus,5,positive
"susah dimengerti nik udah bnr kata sandi udah msh dibilang salah, jkn yg eror",1,negative
"ini kenapa mau ambil antrean rujukan rs gabisa bisa ya? selalu keterangannya data pasien tidak tersedia padahal jelas jelas pasien nya sudah terdaftar,, tlong dong.",4,neutral
"membantu karena ada aplikasi, tingkatkan lagi yaa",4,neutral
mau login masa gak bisaa. udah coba di 2 hp tapi tulisan loginnya gak bisa diklik,3,neutral
parah nya padahal sudh login....kok terlogout sendiri.....terus ga bisa login lagi padahal alamat email dan pasword sudh benar,2,negative
"tolong kalau bikin aplikasi yang jelas, masa pas saya mau bayar pake no. va tiba tiba harus autodebit, lagian saya BPJS biasa bukan ketenagakerjaan, pendapatan saya tidak diatur perusahaan, jadi saya tidak tahu apakah anda ( aplikasi) ini narik uangnya sesuai jumlah atau tidak.tolong sekali ya kalian kan orang orang berpendidikan, walaupun kemaren BPJS aja di korup ups.",1,neutral
"Sampai saat ini aplikasinya lumayan fast respon untuk ubah faskes tidak seperti di layanan PANDAWA yg harus pakai surat domisili, ubah data peserta BPJS juga cepat saya ubah semua hanya dalam 1 jam dan berhasil. semoga ke depannya semakin leb8h canggih layanan dan alur nya",5,positive
sampai saat ini mantuul,5,neutral
Gagal terus daftar....,5,negative
"akses kesehatan semakin ribet krn wajib make apk, kasian orgtua yg gaptek. mana pas buka apknya ribet gabisa ubah no. telp disuruh wa ke pandawa malah gajelas yg balas bot bukan manusia hadehhhh",1,neutral
verifikasi wajah miring,4,neutral
"bisa nggak kalo 1 kali masuk bisa dipakai terus, tolonglah jangan tiap minggu keluar masuk keluar masuk, kalo yang pakai masih muda sih aman2 aja tapi kalo yang pakai sudah tua gimana? jadinya malah menyusahkan. Mohon diperbaiki!!",1,neutral
"sekarang sudah bisa di buka, setelah ada update'an versi yang baru, kemarin pas versi lama, sama sekali tidak bisa di buka.",4,neutral
terima kasih berobat jadi lebih mudah,5,positive
Ngapain lu ngmpulin data bangke?,1,neutral
"Aplikasi yg sangat buruk. Padahal milik pemerintah. disuru milih utk email atau sms utk mengirimkan kode OTP tapi tak ada satupun yg bagus. Aku milih email, dibilang daftar dulu emailnya. padahal uda dari awal aku daftar emailku. bikin geram.",1,neutral
semoga semakin baik bagus,5,positive
"Alhamdulillah selama ini sangat membantu sekali,",5,neutral
seksrang jadi lebih mudah,5,positive
Trimakasih,5,neutral
"tolong banget nih, kenapa sih sering sekali akun logout sendiri? bukan 1 kali, udah sering kali saat mau ambil nomor antrian atau mau reservasi ke poli",3,neutral
di update malah tambah jelek bukanya bagus...,2,neutral
"sering susah di akses, mendaftar jadi susah, pihak fasyankes mendesak pendaftaran, apa apaan aplikasi merepotkan, tolong buat aplikasi yang mempermudah bukan yang menyulitkan",2,negative
sayang masih sering eror,5,neutral
susah banget dapat notif ke email sama no hp,1,negative
aplikasi parah kalau sdh di update logot sedang semua orang ga mungkin ingat pin kam,1,negative
kenapa 1 kk harus jadi 2 akun jkn kis istri saya beda sendri sedangkan saya sama anak beda padahal satu kk,5,neutral
Pelayanan yang Sangat membantu sekali,5,neutral
Sejauh ini mudah digunakan dan selalu up to date.,5,positive
layanan bagus cepat,5,positive
"ok, semoga tdk sering error",5,negative
aplikasi sampahhhhhh... sangat menjengkelkan..sudah aktif.... tiba tiba log out sendiri. mau daftar sangat sulit sekali......sampaaaahhhhhj...saya bayar tiap bulan ...yg buat APPL ini dibayar gak yaaa?????...kok banyak keluhan yang sama tapi gak ada perubahan/perbaikan... harusnya mikir.... gak diam aza,1,negative
"aplikasi aneh verif wajah aja susahnya minta ampun. nomor saya udah pernah kedaftar, padahal baru mau bikin akun...",1,negative
trimakasih memudahkan kami,4,positive
Tidak bisa memdaftar dengan alasan no hp yang saya gunakan sudah digunakan pengguna lain. no hp saya selama ini belum pernah digunakan untuk untuk apk JKN,3,neutral
woke,5,neutral
cepat tepat mantap,5,positive
bagus ini juga udah dapat bisa membantu saya,5,positive
apk memperibet org sakit!!!! kamera mirroringg!!!,1,neutral
Aplikasinya jelek. verifikasi no hp aja gk bisa diproses,1,negative
"Sudah bagus aplikasinya, mudah digunakan, tolong di support lgi untuk android 9 biar masyarakat kurang mampu masih bisa menggunakan JKN",5,positive
"aplikasi jelek, aplikasi bukan untuk memudahkan pasien, tapi semata-mata untuk memudahkan pegawai, antrian jadi amburadul, apalagi pas jaringan ngelek, udah di simpan malah tidak terdaftar untuk ambil antrean.",1,positive
gajelas masalah login,1,neutral
"Aplikasi nya sekarang makin sulit untuk segala verifikasi nya,semoga bisa di perbaiki sekarang.tambah lagi sekarang tidak bisa di screen shoot sangat tidak membantu..👎",1,neutral
"verifikasi lu suruh bayar pake pulsa, udah send 2x kaga lu kirim-kirim, pulsa udah kepotong, sebenernya lu bisa bikin aplikasi kaga sih? dah ngabis-ngabisin anggaran, morotin pelanggan juga.",1,neutral
"saat lupa kata sandi , otp tidak terkirim ke sms",1,neutral
"aplikasi yang menyulitkan, log out sndri ketika mau login dengan password dan nik serta capcha yg benar tidak bisa, berkali2 dicoba tetap tidak bisa, menyulitkan orang mau berobat saja, smoga dosanya diterima yaa yg menyulitkan orang seperti ini",1,negative
mau login lagi gagal terus,1,negative
sangat membantu kalo lagi sakit,4,neutral
okeoke,5,neutral
"ribet pas mau di pake harus login terus, sedangkan nomer verifikasi ke sms telat",4,neutral
terlalu banyak problem login,2,neutral
"jelekkkk bgt bikin bete aplikasi pasti keluar sendiri, log in berkali-kali bikin ribet",1,neutral
sangat penting untuk semuanya,5,neutral
apaan aplikasi pemerintah selalu ulang2 loginnya...asli ribet!,1,neutral
"aplikasi sering lola alias loading lama.. sebulan itu sering ter logout sendiri, yg ngerti pasword mending, nah kalo yg uda nenek nenek gimana, jadi nyusahin nakes di klinik bae.. kebanyakan update",1,neutral
"Setelah di updatetrus mau masuk kenapa malah tertulis"" PERANGKAT ANDA SUDAH DIGUNAKAN UNTUK LOGIN LEBIH DARI 3 NOMOR INDUK KEPENDUDUKAN YANG BERBEDA "",setelah saya masukkan NIK yang saya daftarkan semua.Malahan muncul sama kayak yg di atas,ini gimana sihhh",2,neutral
"saat anak sakit malah aplikasinya sangat menyulitkan... sudah login berkali2 katanya NIK salah, nomor kartu salah.. saya tiap bulan bayar dgn gaji saya.. baru akan dipakai malah bikin emosi saja.. tolong dipermudah sedikit utk masyarakat awam.. jgn banyak inovasi tp tdk bermanfaat sama sekali.. pengen nangis rasanya 🥲",1,neutral
"Setelah update aplikasinya, klo mau masuk ke aplikasi selalu minta login, dulu2 otomatis login",2,neutral
saya tidak bisa login karena password yang tidak bisa dispasi tapi pas daftar bikin password bisa dispasi tapi pas login gak bisa spasi di riset passwordnya gak bisa tulisannya nomor HP tidak terdaftar email pun sama,1,neutral
"Setelah Update akun hilang, password sama email udah dicatat pas awal daftar, tetap gak bisa, daftar ulang minta code referal. makin aneh makin gak jelas, kl ada yg ribet ngapain yg simple.",1,negative
"Semoga Saya Selalu Mudah Dalam Memanfaatkan(Mendapatkan) Fasilitas Kesehatan Terbaik Secara Gratis dari Program Pemerintah ini 🤲🏽...,",5,positive
BPJS sekarang ribet mau berobat aja kaya mau nrima bantuan goblog,1,neutral
aplikasi sering logout... aplikasi negara anggaran mahal doang tapi team IT kelas jongkok.... bikin ngerepotin orang yg sudah tua.... Besok2 klo bikin aplikasi Pake hati jangan korupsi aja digedein....,1,neutral
"di tanggal 7 dan 10 bulan ini rekening saya mengalami pembayaran BPJS kesehatan sebanyak dua kali, tolonglah aplikasinya diperbaiki lagi",1,positive
kenapa sih ribet banget harus daftar lagi daftar lagi..udah daftar masih belum masuk. mau cek in harus ngulang lagi parahhh,1,neutral
Mohon dibenahi aplikasinya agar kompatibel ke semua versi android karena tidak semua masyarakat Indonesia mempunyai smart phone dengan versi android tinggi.,1,neutral
jadi gk pake antriiii lamaaaaaa..👍🙏,5,neutral
lupa paswod d suruh verif ke no hp udah uji coba 50x tetep aja gada otp masuk... parah bener klo gada pulsa bilang jngan nyusahin orang,1,negative
"kenapa jadi gabisa ss bagian no antrean, padahal kan buat jaga jaga takutnya sinyal jelek atau kuota habis pas mau chek in kode booking😔",4,negative
"Bobrok, masa aplikasi gini aja tidak kompatibel sama perangkat yg digunakan..bikin susah aja..",1,negative
"tampilannya tidak bisa di screenshot. ibu saya tidak bisa daftar sendiri, jadi saya yg biasanya bantu mendaftarkan antrean trs saya ss lalu kirim ke wa. ini kalo ga bisa di ss trs ibu saya kontrol ke RS, antreannya bagaimana",2,neutral
"kepada BPJS KESEHATAN, aplikasi logout sendiri, sudah hidupkan login biometrik, setelah logout sendiri login menggunakan biometrik tidak bisa, aplikasi lucu, kenapa kok logout sendiri ? kenapa login biometrik tidak bisa? terimakasih.",2,neutral
mengubah kata sandi,5,neutral
mantap sangat membatu masyarakat,4,positive
so cool 😎,5,neutral
"cuma mau bikin skck buat ngeloker harus bikin bpjs, mau bikin alamat tidak sesuai ktp terus padhal udh sesuai, cs app engga ada, anjinkkkk",1,neutral
"terima kasih banyak para dokter,perawat dan pemerintahan atas dukungan dan pelayanan kesehatan untuk masyarakat selama ini..tetap berikan senyum dan pelayanan terbaik untuk masyarakat kurang mampu yang membutuhkan kesehatan...",5,positive
nungguin otp berjam2 ga dikirim2... niat apa ga?,1,neutral
permasalahan saya sudah banyak di alami oleh orang-orang. mau verifikasi akun di kasih tiga pilihan tapi anehnya ga ada yang jadi. email udah terdaftar dibilangnya belum terdaftar. nomor hp dibilang belum terdaftar atau gabisa di akses tapi ga ada pilihan buat ganti nomor. verifikasi wajah padahal udah terang udah sesuai intruksi tetep aja gabisa. gausah pake beginian kalo prosesnya aja masih sulit. bikin orang makin menderita aja. kalo mau bertransformasi pastikan semuanya memudahkan aksesnya.,1,negative
sangat bermanfaat top,5,neutral
meskipun agak panjang prosesnya tp masih blmudah dipahami,5,neutral
"Tiap bulan logout sendiri di masukan pw sama nik sudah benar masih salah , verifikasi lewat email sama no hp ga di beri malah kluar sendiri apk nya",1,neutral
"repot min log out sendiri terus untuk screenshot no antrian sekarang malah ga bisa, padahal kalo jaringan ga stabil di RS bisa pake screenshot",1,negative
"Terima kasih bpjs, pelayanan sudah baik. saya berobat ke rumah sakit besar cuma modal ktp sama kartu bpjs. semoga prlayanan semakin mudah dan semakin bagus.",5,positive
"repot harus login terus tiap bulan, udah masukkan nik dan password dengan sangat benar, tapi gak bisa login, di suruh reset password terus",1,negative
aplikasi yg selalu keluar sendiri udah jelas pasword nya itu tp katanya dalah nik juga g salah tp katanya salah .. musingin ajj ahh hatusnya kaya dulu aja ga usah online2 kalo malah bikin susah,1,negative
APLIKASI BURUK JELEK GAK BISA LOGIN ASUW,1,negative
tolong perbaiki jangan selalu di ubgred hampir tiap 4 bln hrs selalu ubgred udh pada tua mana inget pin dll,3,positive
praktis efisien,5,neutral
"Harap fitur minum obat di aplikasi ini untuk hanya penyakit tbc di nonaktifkan saja, karena terkesan diskriminatif.",1,neutral
aplikasinya ribet terutama ketika harus melakukan perubahan data,1,neutral
"Sangat memudahkan pelayanan jkn via aplikasi ini, gak harus dateng ke kantor bpjs, semua bisa diselesaikan disini. Makasih saya sangat suka sekali 👍👍❤️❤️",5,positive
"aplikasi memex, masa tiap bulan suruh login ulang, sudah benar nik dan password nya masih ttep gabisa login, pasien udah sakit2 mau daftar ke rumah sakit malah aplikasinya macam qontoI",1,neutral
"kenapa Kok kartu KIS nya gak aktif lagi,,,,",2,neutral
layanan masih ping pong,5,neutral
kenapa logout2 terus babi,1,neutral
"Mantap, pelayanan cepat",5,positive
mempermudah dalam ambil antrian,5,positive
applikasi ruwet,1,neutral
habis update tidakk bisa login padahal no KTP sudah sesuai,1,neutral
maaf banget tapi gara gara ada peraturan seperti ini mempersulit kami yg dari desa mau berbuat apa lagi banyak orang lansia yg kurang paham dengan aplikasi ini jadi sangat sulit dan login nyaa sangat sangat di persulit sudah kami perhatikan dari NIK PASWOOD DAN captaha nya btul tetap saja gagal mohonnn banggt jangan mempersulit rakyat biasa Dong apa lagi yg di desa mau sehat aja di persulit apa lagi buat generasi emas 🙏🏽🙏🏽kecewa bangat ada kebijakan ini 🙏🏽🙏🏽,1,negative
"ini niat ngebunuh rakyat apa gimana, masa tiap mau berobat harus log in lagi mana susah. pasien keburu mati dijalan ini. zolim banget ini yang bikin mobile jkn. padahal tiap bulan bayar bpjs masih aja di persulit",1,negative
aplikasi mobile JKN mudah dioperasikan dan sangat membantu,5,positive
terimakasih aplikasi sangat memudahkan dlm berobat.,5,positive
"Antrean yg tidak valid, tidak sesuai dgn riil nya",1,neutral
Kenapa Sekarang Habis Bikin Perjanjian Nomor Antrian Ngga Bisa Di Screenshot Dulu Mah Kalau Habis Bikin Perjanjian Bisa Di Screenshot,1,neutral
"mau logn ulang susah karna lupa password, pake email katanya emailnya tidak sesuai padahal cuma pake 1 email. pake nomor hp kode OTP nya tidak pernah muncul",1,negative
"Alhamdulillah setelah mumet ternyata bisa juga ,tapi anggota keluarga saya tidak terdaftar semua 😘🙏",5,neutral
mau daftar antrian online tpi dokter tidak tersedia di semua tanggal,1,neutral
"pelayanan memuaskan, petugas ramah dan sangat membantu, dengan nama petugas Derry Anbu. S",5,neutral
aplikasi perlu di perbaiki sering log out sendiri loginnya juga susah sering eror,1,neutral
"apk belum siap tapi di paksakan rilis , sering terkendala falam pembayaran auto debet",2,neutral
memudahkan kita untuk mengakses kebutuhan kesehatan kita lewat mobile JKN pokoknya untuk urusan bpjs kesehatan mah recomendet,5,positive
