text,sentiment
mobil jknminta otp tp ga muncul pin pas masuksejak pke pin buka mudah bikin ribet,positive
aplikasi mudah serta bpjs praktik tambah frustrasi aplikasi error lot tibatiba tangan guna proses login kerap gagal guna buang masuk aplikasi aplikasi benarbenar manfaat kembang berani baik besarbesaran tambal sulam,neutral
aplikasi bantu mudah akses terima kasih bpjs sehat moga tingkat kualitas layan,positive
offline yakalau buka aplikasi mohon cek koneksi internet jaring stabil mohon min saran nya,neutral
aplikasi yg bingung,neutral
mobile jknsangat mudah daftar obat online,positive
apk nya ancurga mental terusribet bangetkalau mudah bikin susahhadewwwhh,positive
aplikasi bagus rubah data sulit data anak daftar batas anak anak daftar kuliah,neutral
aju antirian online,neutral
unfaedah aplikasi bayar lunas tetep ga aktif,neutral
mudah simpel bagus suka,positive
moga mobile jkn maju terimakasih mobile jkn daftar rumah,neutral
moga mudah guna,positive
sdh byr iur bbulanan tp wa dri jkn ktnya blm bayar iruan sdngkan diapliksi tagih krna sdh byarkan asli wa dri jkn ya,neutral
bantu terima kasih mobile jkn,neutral
terbaikkk,neutral
bintang ya karna gak ambil nomor antri online mudah gak sebab,positive
akurat cepat,positive
daftar cepat mudah,positive
baharu logout trs,neutral
masuk aplikasi mobele jkn sulit data,negative
bantu,neutral
bayar realtime applikasi,neutral
bantu mudah banget cek sehat obat,positive
terbangtu nya mobil jkn,neutral
notifikasi rujuk yg batal terupdate daftar ulang gk informasi bpjs dl tau nama masuk antri tidakribet tolong baik lg sistem jkn bantu ya gitumengecewakan jg,positive
aplikasi bantu ubah faskescukup aplikasi mobile jkn mana,neutral
sdh rubah tinggal trs sdh rubah faskes pas ambil antri online faskes mohon arah,neutral
oke,positive
tangan lampau rekor bang toyib pimpin ganti baik aplikasi masuk app sulit bug ulang dll,neutral
gin app perintah bagus,positive
klik masuk login aplikasi ya,neutral
pindah faskes bulan sekalitolong ubah regulasi,neutral
captcanya tambah sakit yg sakit,neutral
mintak kode otp nya gak kirim kirim nomor masukin udah bener,neutral
mudah kentor cabang terimakasi,positive
oke oke oke,positive
ribet verifikasi,neutral
lupa pasword kode otp sms nomernya aktif pulsa gak kirimkirim gak email,neutral
masuk lupa sandi pilih masuk pakai lupa sandi kirim verifikasi sms smsnya gak masuk,neutral
keren baik layan nya tlp aplikasi sekian menit putus bantu smoga,positive
app nya macet not user friendly,neutral
apk yg manfaat,neutral
alhamdulilah sesuai harap aplikasinyaterimakasih,neutral
klik jkn datar antre daftar layar hitam,neutral
gak bukakenapa layar hitam aja,neutral
pulsa sayang baik,positive
aplikasi lot obat aja susah masukin captha aja nunggu nya jaring bagus kuota tpi mas lot,neutral
aplikasi mudah masyarakat,positive
sya puas nya fitur,positive
aplikasi sampah kode otp kirim kalo pulsa bohong publik cari untung pulsaaaa,negative
aplikasi anehlogin dah bener tetep aja salah,neutral
susah banget daftar dapetin kode verifikasi sms nya udah modern via sms pesan whatsapp,negative
bantu upaya obat,neutral
riwayat nya lihat kepala keluargaga pilih lihat riwayat obat anak,neutral
kode verifikasi otp nya ga kirim ini gimanaa verifikasi cobaaa ngalamin jugaa tungguin sampe habis engga muncul kode otp nyaa pulsa nomer aktif,neutral
bagus mudah bantu efisien terima kasih rakyat sejahtera indonesia maju,positive
kode verifikasi nya asa dlu login ga ribet dehhhhh jelek lot bangettttt,negative
alhamndulillah bantu praktis ribet,neutral
bagus moga konsisten mudah masyarakat akses sehat dg mudah,positive
kocak bgd kelogout pas mw login lupa password coba reset pakai email yg daftar gak notifikasi email daftar cerita daftar bulan pakai email kocakkocak mana butuh desak nyusahin w tambahin cacat aplikasi udah booking nomer bookingnya ilang sial w udah cuti pas mw cek up mesti ambil antri ulang fak,neutral
sampahhhhasli apk sampah low bnget,negative
apk rusakmau login aja ribet minimal yg alam bikin apktertinggal banget negara oranggak bikin apk gak bikinribet apk nya rusak bayar rakyat hasil nya nihil gak muas,negative
tolong sistem nya baik ya masak daftar auto debit bank bca gabisa udah coba hari hasil aja g,positive
apk brengsek kluar gk jls,neutral
aplikasi bagong login nik udah ga gunain nih apk,neutral
mantap layan utama,positive
aplikasi online offline susah tebak eror uodate baru login aja mati udah captcha ambigu banget fontnyatolong baik buktiin produk digital perintah tuh sampah anggar profesional user friendly paking utama gak lot server,negative
ribet akun mobile jkn ngalahin aplikasi mbanking login aja susah email no hp udah bilang daftar,negative
apikasi mudah serta bpjs moga depan,positive
solusi min perangkat login nik unistal nda login,positive
ambil antre online ga rekam medis faskes tuju udah klik tuju ga ngapain konfirmasi kalo ga klik tuju nya,neutral
log in susah banget asemmm,negative
kecewa layan bpjs,negative
suka guna warga indonesia,positive
selisih undur usaha usaha status serta non aktif tunggu usaha asuransi swasta rahasia jenis asuransi plat merah kompeten efisien efektif rugi konsumen material nonmaterial,neutral
bener bener nyusahin apk udah login login gak d mudah login nya contoh kaya main game aja login pake id google login udah aman nya mah lancar hambat layan kalo kasih nol bintang kasih,positive
s e m o g a,neutral
eror,neutral
jkn layan prima,neutral
bantu layan sehat,neutral
bantu terima kasih,neutral
bagus trima kasih,positive
aplikasi dikit logout gak apa in pasword udah gak masuk suruh atur ulang pasword pulsa gitu yaa min sampe kiamat,neutral
pakai apk keluarga mudah obat puskes rumah sakitgk bawak kertas kartu bpjs handphone sajaplus nya suka hati pindah faskes best banget sihhhh kode otp gk sembarang dapatmemang teknik nya biar kode otpalhamdulillah kk bpjs nya apk sukses kendali,positive
kereen puas,positive
tolong baik wifi lancar data server offline,positive
gimana sih nunggu verifikasi sms nya ga muncul aneh udah coba rwstar hape nomor apk ga bantu,negative
aplikasi perintah payah nomor ponsel orang bayang rumah tangga anggoya orang anak ponsel lantas,negative
alhamdulillah mudah,positive
crash app ga buka,neutral
bagus tingkatin lg aplikasi layan nya,positive
bagus mantap,positive
terbuangdaftar susah verifikasi susah ngirim kode otp sangat susah,negative
muas,neutral
layan online nya cepat udah terimakasih,positive
ambil no antri antri batal dadak tahu tidk pemberitahuan batal udah kali susah pergi kontrol dokter tolong baik perhati aplikasi mudah tp susah ribet,neutral
bismillahirrahmanirrahim moga jkn selesai sehat warga negara indonesia,neutral
cape susah banget login,negative
diapdet gak daftar online,neutral
butuh buka nomor antri gak akses,neutral
aplikasi nya nggak available lansia,neutral
mudah praktis,positive
bpjs sdh maju tks bpjs moga depan maju tolong rakyat yg butuh tolong,neutral
non aktif,neutral
log in suruh masuk nik pasword gilir masuk salah padah udah bener suruh nunggu detik pasword udah catat buku salah tuhan bikin emosi doang aplikasi kesini obat mudah susah,neutral
halo min knp ya update logout ga kode captcha nya udah restart hp kali tp ttp ga muncul kode captcha nya tolong sulit ya sakit ga tau tolong bantu ya terima kasih,negative
download susah,negative
kode otp sms brrulang kali,neutral
bantu smoga depan,neutral
respon epat,neutral
beri obat,neutral
bug spasi tekan masuk akun tolong baik akun tekan masuk akun tekan aplikasi perintah pajak rakyat laku rakyat,positive
proses verifikasi pulsa aja kode otp nya ga masuk,neutral
halo ka ya kode verifikasi muncul muncul nyoba kali tetep aja ga muncul nomer bener tolong baik sistem,positive
tolong baik cari rujuk,positive
daftar kis gak pakai pakai kis nonaktif gak angsur jalan banting nyari duit kerja gak penuh butuh aja pas biaya kuliah adek ayah gak bayar ajuin desa pindah bpi desa lihat rumah gubuk gimana coba,neutral
masuk loding jd susah cek nya capcah nya bikin puyeng klo akses,negative
drama bugsistem apk aman daftar antri ganti faskes kantor moga canggih mudah layan,positive
canggih teknologi it membantusekali,neutral
akun login pakau log out login akun log out ribet,neutral
bug buka kartu anggota rotasi hp,neutral
daptar online aja sulit tolak alas nomor kk daftar sinkron dukcapil tolong aplikasi update perbaruicari tenaga it bagus kelas bpjs masak aplikasi eror mulu,neutral
aplikasi kya gni gampang banget logout klo ga buka apl nya sungguh susah orang lupa karna klo login pasword nya eror jadi pas udh daptar antri pas pergi klinik apl nya ga buka,negative
mudah bantu keluarga jauh kerja terimakasih mobile jkn,positive
aplikasi ga jelas udah akun pas masuk tulis akun daftar klo ga niat bikin aplikasi mending ga bikin aplikasi aja,neutral
,neutral
kendala verifikasi otp gagal mohon baik,neutral
dr log out masuk captcha nya gak muter aja gimana,neutral
mudah cepat berat,positive
rumah sakit nakal kelas taro kelas kelas taruh ruang transit sampe pulang ga dapet kamar nya bpjs kendali pasien isi identitas layan taro kelas rs ga usaha ga berkah,neutral
udah tunggu hari kode verifikasi ngk muncul ampas,neutral
ok seh,neutral
joss gandossmakin teknologi,neutral
alhamdulillah aplikasi mudah manfaat layan bpjs ortu yg sdh tua,positive
logout mulu baharu pin mulu sampe lupa gilir obat logout lupa pin lupa gak bawa ktp pulang gak obat istighfar dah,neutral
log out lelet masalah,negative
banyak logout sih update mesti logout,neutral
mudah wajib,positive
csnya bodoh call via apk jelas gak udah gitu csnya nyolot bicara nada bentak kelas bpjs layan buruk,negative
bantu mudah,positive
apk bagus yg bantu masyarakat,positive
top pokok jkn,neutral
for apps easy tonuse so far,neutral
gak buka muter aja jam,neutral
mudah daftar berobt,positive
mudah cepat pindah faskes ga kantor bpjs,positive
bantu lapis masyarakat,neutral
mudah masyarakat,positive
okeymantaaaaap,neutral
tolong pas verifikasi wajah benerin gak baca baca,neutral
fitur antri diapp guna sampe rumah sakit rujuk penuh bln pdhl sdh daftar,neutral
ok mantap mudah update pindah faskes,positive
x daftar antre online error,negative
aplikasi perintah yg bantu,neutral
aplikasi log out klu log in kode captchay gak muncul munculmalah ngubeng aja gak skrngy anggar aja gedein aplikasiy gak,neutral
bantu layan sehat,neutral
terimakasih negara,neutral
bagus mudah,positive
mudah muas,positive
ngisi skrining aja eror,neutral
buruk buruk login tida jaring bagus login muncul offline aplikasi,negative
lupa sandi dftr periksa kirim kode vrifikasi sms nomer udah bener kode verifikasi tdk terima bolak kirim pulsa habis,neutral
udah ulang kali kode verifikasi otp kagak muncul,neutral
ofline internet hidup emang ya apk perintah sulit akses cepat bikin ribet aja,neutral
tolong bug nambah anggota apk ga masukin nama keluarga tolong baik apk nya,positive
gmpang cepat,positive
error login,negative
bagus kadang error masuk,neutral
totally buruk banyak eror,negative
gilir pakai ngambil antri onlineerror nya banget eh cuman lihat doank kartu lancar aj,neutral
login password salah coba lupa password kode otp nya ga masuk masuk email daftar,neutral
proses face verif benah wajah dalam kotak merah bikin triger cepet,neutral
sehat rakyat indonesia apresiasi jknsalam sehat,neutral
aplikasi nya bodoh nggak terima masuk lihat komentar ngejawabnya udah serasa benerkasih solusi nggak pake nyata emang aplikasi suka bug parah suka logout masuk masuk pasword ulang update gitupasti bug parah banget error minggu kali,neutral
update error daftar besok h obat aja susah tolong baik,negative
app jelek gajelas banget ganti sandi susah nomor telepon aktifmalah dpt notif nomor nyapake email baik aplikasi perlu pake orangsampah kayak gin baik,neutral
aplikasi bagus,positive
login jelek kali apk nya,negative
udah eror gabisa bingung gimana ambil nomor antri,neutral
lot bangettt verifikasi nya ga batu,neutral
log out pas login eror ga kirim otp pdhl nomer ga bener bgt,neutral
sdh dftr onlinetp trnyta perlu blm pas h ehh tp aplikasi gak ganti donksdh batal tp bilang kode booking tdk tera apalahkn ribet yaaaakk tolong diperbaikikatanya dftr hrs online tp tolong mudah,positive
sih kecelakann pulang kerja pake bpjs tenaga kerja ribet bpjs pisah pisah,neutral
anggota keluarga muncul aplikasi ya trus klik daftar anggota keluarga daftar gak muncul aplikasi gak kartu elektronik bpjs nya masuk dlm kategori yg,neutral
tau guna banyaaak mohon banget tingkat pengoprasionalannya nyampe faskes suruh ulang mulu login alias jueleekkkk buangettttt,neutral
,neutral
aman lancar sehat,neutral
sms otp gak masuk,neutral
tolong baik server rs sambung udh cpk bkin rujuk pas server putus,positive
nggk mobile jkn kdang nggk buka repot rakyat bawah,negative
udh masuk mulu verifikasi nggak kirim no verifikasi nya,neutral
gimana sih aplikasi login aja susah banget gak udh daftar tolong baik aplikasi nya lupa password sms otpnya gak kirimkirim emang sengaja sulit rakyat gimana sih gak manusia nya,negative
susah bgt dpt otpmana pk nomor pakai asa blm daftar,negative
verifikasi wajah bikin emosi,neutral
buka jkn gx ya masuk t captcha ny loading pdahal kemarinn aplikasi,neutral
pakai mudah,positive
aplikasi koplak aplikasi peak verifikasi nomor hp gak kode otp gak tutup aja tutup aplikasi susah warga,negative
bagus tq,positive
daftar antri pol tiba batal alas ambil antri hari yg gak jadwal kontrol hari daftar manual rs ngantri guna fitur ambil antri mobile jkn kalo ujung nya batal hapus aja fiturnya,neutral
bug teman kode otp pasti nomor pulsa ya,neutral
gak ribet ngantri kalo obat pakai bpjs,neutral
mudah org ngantri layan dtg lambat panggil x hehe maaf,neutral
sy dftar jam pg ga ya,neutral
knapa download sih cape,neutral
log out sndiri pas ambil no antri offline trus terang,neutral
aplikasi jelek pas rs daftar online susah jelek,negative
anggota keluarga daftar serta ruwet dgn no hp sbg syarat wajib nomor yg wakil,neutral
bagus bantu,positive
tolong mudah obat,positive
joss gandhos aplikasi nya,neutral
nge bug kah daftarin pakai nama nik daftar coba daftar pakai nik saudara tolong check ulang aplikasi nya,neutral
operasi aplikasi jkn mudah praktis,positive
sumpah yaa ni apksusah bgt masuk aja yg salahh,neutral
apasih aplikasi sampah masak otp nomer daftar nggk kirim kirim oot nggk niat,negative
menjengkelkanselalu sja log out sendiriaplikasi nyebelin bner,neutral
mending hapuss aja apk nya playstore gk bantu skali,neutral
daftar kolom captcha muter tolong baik rakyat susah,neutral
rubah admin serta dg cepat,positive
mudah bidang sehat,positive
nunggu nomor verifikasi aja bangettt udah coba kali ttep ga nomor verifikasi cek internet andaa pdhl internet lancarr,neutral
apk nya mohon baik donggg lupa sandi ikut sesuai arah muncul minta proses gituu aja muncul nya udah masuk apk tetep aja gada hasil urgent bangett guna apk kalo ujung nya sulit mudah,positive
sistem aplikasi sdh bagus,positive
good job mudah daftar akses yg,positive
apkga sok buatmau daftar aja susahkode otp ga kirimniat aplikasi ga sihminta kode verifikasi aja ga bisagoblok ga pulsa ya kirim verifikasi smstolol,neutral
keren sgt bantu,neutral
pokok mantaaap,neutral
kode verifikasi udah habis krim udh kode potong pulsa gak,neutral
nggak verifikasi wajah udah ikut arah,neutral
bagusmoga depa rakyat mmpu medapatkan layan sehat gratis perintah,neutral
kirim sms kode referral baik yasaya ulang kali kirim kode,positive
login dibatesi keburu dipake tibatiba logout gajelas cokkk,neutral
apk kaga nyusahin login ulang pas skalinya login ulang paswordnya salah mulu udah bener pwnya kaga gua ganti ganti sandi nunggu otpnya benerrr ampe skarang kaga update sistem benerin bug d sistem nyusahinn dahh pokok,neutral
asliiiii yg bikin aplikasi ngak niat kalah aplikasi judol perintah ngak becus status offline jaring bagus,positive
apk gembel gk daftar antri,neutral
mantap bantu rawat jalan,positive
menayakan anak istri terdaptar mobile jknjawaban y belit belit,neutral
suruh login trs gak,neutral
mudah layan bpjs sehat online,positive
kode otp ga muncul apk gila,neutral
bantu milik,neutral
alhamdulillah bantu,neutral
apk dongok mao daftar aja captchanya ga muncul muncul jaring gua g aneh,negative
salam sehat terimakasih bpjs,neutral
efisien praktis,neutral
aplikasi diinstal d hp nasib org yg yg butuh bpjs developer mohon pikir,neutral
aplikasi bikin repot ribetmelebihi aplikasi bank loginmenyusahkan umum masyarakat,negative
aplikasi gak buka loading,neutral
mantap kantor bpjs,positive
mantap jiwa pesona,positive
lumayan bagus tp sayang tdk infut nmr hp jkn tetep pandawa,positive
gotong royong tolong,neutral
tau gak jelass lahhpas log in muncul perangkat identitas tolong perbaikin gmna login akun nik,neutral
mudah,positive
aplikasi busuk gajelas bantu bikin bingung,neutral
bagus mudah,positive
lumayan bantu aplikasi,neutral
kali kali nyoba ganti nomer gak,neutral
pelayayanan bagus cepat abang ganteng wkwkw makasih ya,positive
aplikasi sampah sulit mudah daftar aja susah nomer verifikasi ga kirim kirim rugi bayar bpjs sekali pake susah ujung ujung klinik sampah isi ya sampah,negative
susah banget,negative
aplikasi nya leletkode otp pulsa,neutral
aaaaa mantap,positive
mempermudahterima kasih jkn,neutral
apk nya mudah layan daftar online dll nya ribet thx,positive
membantujdi cepat tangan obat,positive
aneh nik nomer telepon password g masuk mobile jkn yaa coba tgl agustus login hasil aplikasi,negative
trimaksih layan,neutral
aplikasi perintah kaya ga niat buat,neutral
dah males software perintah g bener,neutral
blm kendala,neutral
ehh bikin susah aja bikin ribet aja aplikasi gak masuk daftar nya,negative
daftar apk nya susah otp gak kasih otp nya tolol,negative
isi skrining tau tau udah data salah simpul risiko sakit cek aja cek rangkum skrining isi simpul risiko diabetes jantung ya ampun,neutral
oke gampang operasi nya,positive
siippp,neutral
aplikasi smakin mudah serta,positive
daftar online fakses sercut aplikasi jkn nya data pribadi sercut,neutral
layan nya bagus,positive
mohon maaf cuman gak ngambil antre,neutral
aplikasi aneh gajelas daftar aja sulit captcha ga bener verifikasi wajah ga ngebaca optimalisasi jaring ga stabil klo blom sanggup aplikasi mending deh kecewa guna,negative
aplikasi eror kocak,neutral
apk perintah yg bagus kembang,positive
logout update captcha gk muncul,neutral
yg bilang susah otp susah daftar untung mudah,negative
manfaat mudah guna,positive
ganti password aja susah ampun kirim otp,negative
bintang nol udah buat nih aplikasi,neutral
aplikasi gak,neutral
daftar bisaa no rujuk daftar layan nya gagal hubung server teruss coba sampe gagal,negative
aplikasi jkn piturnya lengkapresponnya cepat,positive
t t k i t k y k t i ki,neutral
daftar aja sulit fhoto kaya pinjol udah gitu gak susah orang sakit,negative
bpjs tulang bawang layan ramah cepat mudah,positive
logout rep iya tinggal login butuh logout kudu login repot,negative
update kalo versi baik mending jgn update saran mengupdate triwulan stiap,positive
aplikasi gak beresaplikasi gak buka bisa maaf baik,positive
aplikasi lot,neutral
mudah operasi mantab,positive
mobile jkn mudah bangat,positive
aplikasi kunci sendirisudah log in no ktp pasword samatapi gagal teruspadahal rubah,negative
aplikasi gak login susah vener ket paswor salah no induk salah pdahal udah bner salah mulu,negative
aplikasi dibutuhin susah daftar nyaotp ga k kirim kirim gimana bisamana tanggung nyasaya laporkanbiar viral,negative
aplikasi ampass nya mudah memperibet suuu,positive
sumpah aplikasi coba daftar sakin data yg salah akun daftar sumpah kecewa berat aplikasi batu pusing,negative
bagus apk ny jd mudah cm depan nya pilih faskes jelas lg ky alamat detail dmn nya nama jln yg cantum,positive
aplikasi tolol log out pasword ilang ga masuk daftar ulang ribet mau nunggu kode otp gk muncul aplikasi sampah obat aja susah pake giniaan keburu orang mati nunggu giniann,negative
kode otp sms sinyal bagus pulsa gagal otp,neutral
nyaman,positive
jelek daftar,negative
terima kasih layan yg baik,positive
aplikasi screenshotmalah rumit yg obat ngasih screenshot orng yg obat gamau nemenin kalo yg hp sibuk kerja,neutral
mudah lancar praktis,positive
aplikasi nggk rawat,neutral
mudah ribet otp gamuncul,positive
banding versi nya,neutral
gak emang ribet verifiasi wajah emg sengaja arah untk daftar offline,neutral
suara delay dr daerah,neutral
bantu mekanisme sehat,neutral
apk perintah gaada yg bener ambil absen rujuk sistem offline rs suruh absen jkn kalo apknya kyk gin gimana absen hellooo tim it kerja nggak terima duit aja kerja gabecus,neutral
apk sulit,negative
login hp yg beda alesan nik ri daftar nama salah tanggal lahir salah masuk aman aman ajaa pas login hp beda,neutral
ubah data buruk susah jalan,negative
laku baru aplikasi problem ganggu aplikasi rubah data nomor aplikasi nomor telfon yg ditambhin angka alamat email yg huruf untung nya hafal sandi aplikasi notif internet mati asli nyala periksa mbuka ekartu bpjs sehat aplikasi terimakasih,neutral
aplikasi susah minta ambil antre susah kena batas max ambil antre klinik tp susah karna kasih no gimana kalo anak yg obat telp cs berkalikali putus obrol sinyal bagus suara cs ga ngerti,negative
aplikasi bantu keluarga butuh akses layan sehat,neutral
alhamdullilah bagus bantu,positive
kiw kiw aplikasi nich ngirim otp aja bener dewek ngopi kali kalo ujung ujung nya kudu pandawa mah mending apus dah nih apk takut gk kepake doang negri,neutral
nunggu otp ga dateng pulsa sinyal bagus kuota kelas apl nasional kaya gin,positive
daftar verifikasi nomor telepon kode otpnya gak muncul kali ulang gak muncul depan opsi sms fatal hambat daftar akun mobile jkn tolong baik,positive
verifikasi no hp lot,neutral
ahhhhhkk gilir pake erorrrr teruss urgentttt gin aja ribetttt administrasiii,neutral
knapa log out trs masukin sandi ga pdhl dah bener gimana tuh,neutral
g nambah serta keluarga skrng tdk aneh,negative
aplikasi asal butuh bikin susah bayar ya gratis,negative
ok pindah fasilitas sehat mudah trmksh,positive
aplikasi mobile jkn ngga buka android ngga kompatibel aplikasi mohon solusi terima kasih versi v nya kacau ribet banget guna eror hp sedia layan aplikasi rusak tolong baik uninstal menit instal alhamdulillah aplikasi mobile jkn nya normal versi v terimakasih,positive
klo keluh ya baik mohon maaf aja aplikasi milik perintah cacat kayak ya,positive
sy aplikasi ok,neutral
aplikasi mumpuni bug baik servernya yg sebab error,neutral
mudah guna,positive
lumayan gak kendala,neutral
mudah pergi obat,positive
udah ok skrg,neutral
ckup bgus,neutral
pulsa biar kode nomernya,neutral
aplikasi bagus layan lokasi faskes minus pandang remeh bpjs,positive
ngambil antri coba ulang masuk ulang capcha nya loding mulu,neutral
aplikasi log in tp log in pasword salah g buka pd pasword g ganti masak buka aplikasi sih,neutral
aplikasi nggak bukak yaa,neutral
aneh aplikasi ribet verifikasi wajah susah senyum sampe trus suruh rubah nomor handphone gk fiturnya gimana susah banget,negative
mudah oleh informasi,positive
yng sulit d mudah ndeso tuo ora due hp kon daftar jkn,neutral
tolong server baik error janji temu daftar,neutral
mudah cepat makasih,positive
tolong android buka tolong update,neutral
aplikasi punya pemerintahtapi yg aplikasi bodoh bangetsistemnya ngga jelassverifikasi ajah persulitkalo uang cptt tpi kalo yg penting masyarakat lot,neutral
ok,neutral
aplikasi ngeblank kaya hp rusak d pindah k hp jg daftar rumah sakit kendala ngeribetin,negative
bagus,positive
jelek jkn jaring wife paket data error buruuuuk,negative
install daftar kirim email sms otp verifikasi aja nunggu bener buang buang ga kantor bpjs daftar bubarin aja aplikasi perintah cuman lahan basah lot ga guna,neutral
apk gak sandi salah mulu udah bener,neutral
pokok toooooooop markotop,neutral
ubah nomor gimana ya,neutral
ruweettpngurus bpjs sampahharusnya kou cek lapang terima bpjsnya kou langsung non aktifkanliat lapang sakit obat jalan kasi obat ngurus kesana kemari lollll,neutral
noted baguss,neutral
bingung lihat surat rujuk mobile jkn ya pas lihat lihat fiturnya tulis rujuk sesuai perintah google,neutral
parah layan bpjs,negative
log in kemarin ambil nomor antri kacau,neutral
jelek suka logout mlu buka akun logout tetep aja ngelakuin konfirmasi pas daftar trmedika,neutral
aplikasi jelek login tibatiba,negative
aplikasi udah bagus,positive
allahuakbar verifikasi kode otp sms nggak kirim kirim gimana,neutral
anak sekolah usia aktiv knp ya pdhl sekolah formal usia sekolah gmn kak mohon pandu,neutral
aplikasi gagal,negative
aplikasi ribet baru aplikasi nga buka nga baru,neutral
gagal trus ambil antri aja,negative
login aja susah ampun pake apl daftar server bilang daftar sandi gimana ngetik sandi pke apl aja coba lupa sandi kode otp gak kirim sampe capekapl gak ribet,negative
cepat sigap tanggap bagus bintang,positive
aplikasi bagus mudah obat fasilitas sehat,positive
aplikasi mudah fitur lengkap saran metode bayar autodebet gopay dana gopay,positive
suka log out habis update apk susah log in masuk,neutral
lupa password verifikasi email email yg masuk tp bilang salah aplikasi baru email yg sesuai daftar bpjs gaje banget nggk baik tempalte sulit bukn mudah tolong ya aplikasi sistem nya yg,positive
gak,neutral
bagus bantu,positive
gimana x bolak sandi masuk nyata salah nunggu otp sms ga muncul tulis sandi nomer nik sulit byrnya lancar wifi paket data adakok g masuk heran bpjs,negative
aplikasi negara ga yg beresss susah banget login sinyal enak,negative
muas layan,neutral
bantu sekalimudah,neutral
jkn mobile jelek banget ya suka logout gilir udah login logout coba login sulit obat loh napa jkn nya jelek banget gin sih udah pakai jkn udah tahun loh knp gin sih,negative
nice apps two thumbs up,neutral
update gagal masuk tolong gimana nieh susah login,negative
ribet banget ni aplikasi,neutral
nunggu verifikasi aja bgt,neutral
aplikasi bagus banget kerenx mantap mudah terimakasih ya jkn,positive
bantu kadang rujuk faskes deteksi,neutral
bagus siip,positive
logout pdhl posisi pd wkt login ulangbagian captcha muter loading tunggu jam msh muter ga kode captcha mo daftar rs rujuk ga rs ttp bil daftar lwt mobile jkn,neutral
kebnyakan update aplikasiny,neutral
bantu antri,neutral
screenshot,neutral
daftar online faskes tahun direspon,neutral
download kartu digital keluarga terkadang suka eror,positive
mantap smga sahabat,positive
mudah fast respon,positive
anehhhh bikin emosi daftar apk nya pas coba masuk tibatiba ga nik salah or pw nya salah banget tcih ya tolong udah daftar log out ga masuk plsss tolong bantu nya gimana caranyaaaa,neutral
ribet ya pake aplikasi perintah,neutral
mohon maaf sesuai ktp,neutral
habis update akun log out,neutral
gerd parah tolak rs alas tercover bpjs,negative
aplikasi perintah erormau masuk aja gabisaharus chaptasedangkan chapta gamau munculdana perintah kalo bikin aplikasi aja ga becus yg bikin aplikasi orang it developer ya lulus yg ngga kompeten wkwk,neutral
bantu obat,neutral
ngawur apklikasinya sdh daftar puluh masuk bikin susah obat aneh,negative
daftar susah verifikasi nmr telfon tdk yg masuk disms,negative
bagusmemudahkan daftar,neutral
web aplikasi nya aja sulit masyarakat sulit mulu,negative
mantap aplikasi bagus,positive
cepat mudah layanna,positive
mudag,neutral
aplikasi payah otentifikasi wajah susah klo anak balita d wakil orang tua aneh d hapus aja otentifikasi wajah,negative
daftar langsung suruh daftar autodebit gak lewat,neutral
kali daftar update,neutral
selesai daftar sdh masuk ulang solusi terima kasih,positive
sangan batun memper mudah trimakasih,positive
aplikasi apasih ngga daftar pas identifikasi muka gagal terusmending manual,negative
ganti no hp aja tibet wa pandawa dlu isi knpa gbsa ganti no hp aplikasi aja lngsung pas klik lupa no hp situ bkin ganti no hp masukin nik langsung ganti no hp pandawa dlu isi ribet,neutral
terima kasih perhatiannyasaya puas layan,positive
simple mudah terimakasih,positive
apasih orang kemaren gak ganti pasword baharu sulit kemaren masuk nik keluarga orang akun ko bikin beban yaa bpjs bayar atur akses yg didapetin kaya yg gratis perintah miris terusterusan dijadiin bahan coba aplikasi yg gak blass,negative
bantu cex sehat,neutral
mantap bantu terimaksih,positive
daftar berkalikali tibatiba masuk daftar yaelah gimana sih aplikasi,neutral
bantu mudah terima kasih,positive
fungsi,neutral
moga atur gubernur yg kpd rakyat apk manfaat lapis masyarakat yg moga allah kah,neutral
verifikasi wajah gagal kamera nya balik arah,negative
pakai bagus kendala visualisasi bagus bagus vitur bantu,positive
login captha muncul,neutral
mudah atur,positive
layan nya cepat,positive
mudah update profil ganti faskes kejut tunggak cicil moga konsisten layan,positive
pake jkn mudah mantap,positive
kren batu mudah administrasi,positive
skrining tambahin papar coviduntuk tahu yg papar covid pas ronxent paru kayak tb kasih obat tb gkbberubah,neutral
terima kasih,neutral
masak gunain aplikasi doang,neutral
aplikasi joss,neutral
aplikasi bagus bantu mudah layan sehat,positive
sebal logout pas login ga pas butuh masuk ga bikin akun bilang udh daftar tp login in gak masuk kocak hambat yg butuh org buka jkn ya emg pas butuh ya daftar kontrol urus bpjs dll urusna urgent tp appsnya gak dukung,neutral
wellldone,neutral
mhon tingkat lgi ok sdh bagus,positive
ngganti no hp aja susah ampun rakyat,negative
fasilitas bayar layan sehat pribadi keluarga bantu asuransi terima kasih,neutral
likemembatu,neutral
sampah banget ampas scan muka jam kagak lensa mirror bikin linglung heran bintang bnr orang bot,negative
mantap mudah,positive
aplikasi nya bikin susah ga minggu login yg konfirmasi antri pas h login isi ulang tanggal antri,negative
aplikasi buruk loading teruss aplikasi mudah layan mempersulitttt,neutral
bagus daftar gak antre,positive
